model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v1_ind_seed7009,175,500.0,48,7009,0.6193,0.6667,0.654,0.7464,0.7709,0.6667,0.8454,0.9179,88.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,175,500.0,64,7001,0.6788,0.6589,0.6555,0.7778,0.7641,0.6589,0.8458,0.9346,92.3,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7005,175,500.0,64,7005,0.6197,0.6,0.6527,0.744,0.7282,0.6,0.8333,0.9286,90.9,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,175,500.0,64,7009,0.6244,0.6715,0.6565,0.7535,0.7817,0.6715,0.8744,0.9227,101.7,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v1_ind_seed7001,175,500.0,80,7001,0.6943,0.6636,0.68,0.7898,0.776,0.6636,0.8692,0.9439,114.9,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v1_ind_seed7005,175,500.0,80,7005,0.6573,0.6286,0.686,0.7709,0.749,0.6286,0.8476,0.9333,107.0,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7009,175,500.0,80,7009,0.6142,0.6812,0.674,0.7542,0.7872,0.6812,0.8696,0.9275,107.7,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,175,500.0,96,7001,0.6943,0.6636,0.688,0.7909,0.7773,0.6636,0.8692,0.9533,116.5,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,175,500.0,96,7005,0.662,0.6286,0.6916,0.7789,0.7516,0.6286,0.8476,0.9476,117.1,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7009,175,500.0,96,7009,0.6244,0.6812,0.678,0.7583,0.7881,0.6812,0.8696,0.942,105.4,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v1_ind_seed7001,175,1000.0,16,7001,0.2539,0.215,0.2243,0.425,0.3999,0.215,0.486,0.743,82.6,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7005,175,1000.0,16,7005,0.2817,0.2762,0.3241,0.4199,0.4311,0.2762,0.4952,0.7571,73.7,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7009,175,1000.0,16,7009,0.2538,0.2754,0.2855,0.411,0.4132,0.2754,0.4444,0.6812,63.0,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7001,175,1000.0,32,7001,0.4404,0.3879,0.4036,0.5597,0.5482,0.3879,0.6495,0.8224,80.6,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7005,175,1000.0,32,7005,0.3709,0.3762,0.4215,0.5143,0.5289,0.3762,0.6333,0.8,81.7,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7009,175,1000.0,32,7009,0.3959,0.3865,0.414,0.5405,0.5334,0.3865,0.6087,0.8309,81.6,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7001,175,1000.0,48,7001,0.4508,0.4626,0.4507,0.5861,0.6049,0.4626,0.6916,0.8505,82.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,175,1000.0,48,7005,0.3662,0.4143,0.4478,0.5309,0.5667,0.4143,0.6762,0.8286,81.6,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7009,175,1000.0,48,7009,0.4365,0.4106,0.449,0.5834,0.5621,0.4106,0.6618,0.8502,81.2,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v1_ind_seed7001,175,1000.0,64,7001,0.4456,0.4346,0.4326,0.5806,0.5875,0.4346,0.6916,0.8271,83.6,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,175,1000.0,64,7005,0.4366,0.4571,0.5073,0.5917,0.6094,0.4571,0.7333,0.8476,81.9,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v1_ind_seed7009,175,1000.0,64,7009,0.467,0.4976,0.5,0.6176,0.6307,0.4976,0.7343,0.8551,84.1,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7001,175,1000.0,80,7001,0.5337,0.5,0.4902,0.6544,0.6418,0.5,0.7477,0.8505,83.2,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v1_ind_seed7005,175,1000.0,80,7005,0.4507,0.4762,0.5295,0.6076,0.6238,0.4762,0.7333,0.8762,83.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7009,175,1000.0,80,7009,0.4822,0.5121,0.5145,0.6347,0.6525,0.5121,0.7585,0.8792,84.0,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v1_ind_seed7001,175,1000.0,96,7001,0.5492,0.5234,0.5173,0.6719,0.6598,0.5234,0.7523,0.8738,84.1,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v1_ind_seed7005,175,1000.0,96,7005,0.4554,0.4952,0.5315,0.6174,0.6381,0.4952,0.7381,0.8429,85.1,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7009,175,1000.0,96,7009,0.4772,0.5411,0.5385,0.6441,0.6717,0.5411,0.7633,0.8937,84.5,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7001,200,1.0,16,7001,0.6684,0.6495,0.9409,0.7962,0.7785,0.6495,0.9019,0.972,194.7,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v1_ind_seed7005,200,1.0,16,7005,0.6761,0.6048,0.9414,0.7832,0.7492,0.6048,0.8667,0.9619,200.3,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v1_ind_seed7009,200,1.0,16,7009,0.6548,0.6812,0.941,0.7783,0.7918,0.6812,0.8889,0.9517,199.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,200,1.0,32,7001,0.6839,0.6262,0.9409,0.803,0.7698,0.6262,0.9019,0.9673,192.2,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v1_ind_seed7005,200,1.0,32,7005,0.6808,0.6,0.9414,0.7936,0.7493,0.6,0.881,0.9571,199.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7009,200,1.0,32,7009,0.6599,0.6812,0.941,0.7818,0.7928,0.6812,0.8889,0.9372,198.7,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v1_ind_seed7001,200,1.0,48,7001,0.6839,0.6262,0.9409,0.8052,0.7698,0.6262,0.8925,0.9673,194.4,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v1_ind_seed7005,200,1.0,48,7005,0.6667,0.6048,0.9414,0.7865,0.7525,0.6048,0.881,0.9619,196.9,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v1_ind_seed7009,200,1.0,48,7009,0.665,0.6618,0.941,0.7845,0.7809,0.6618,0.8937,0.942,198.9,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7001,200,1.0,64,7001,0.6788,0.6402,0.9409,0.8065,0.7797,0.6402,0.9159,0.972,198.0,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v1_ind_seed7005,200,1.0,64,7005,0.6854,0.6,0.9414,0.8006,0.7559,0.6,0.9048,0.9619,202.3,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v1_ind_seed7009,200,1.0,64,7009,0.6751,0.7053,0.941,0.7965,0.8096,0.7053,0.8986,0.9517,200.7,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v1_ind_seed7001,200,1.0,80,7001,0.6839,0.6355,0.9409,0.8085,0.7782,0.6355,0.9065,0.972,202.6,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v1_ind_seed7005,200,1.0,80,7005,0.6667,0.6333,0.9414,0.7863,0.7759,0.6333,0.9048,0.9762,198.6,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7009,200,1.0,80,7009,0.665,0.686,0.941,0.7878,0.7952,0.686,0.8986,0.9517,199.3,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v1_ind_seed7001,200,1.0,96,7001,0.6788,0.6495,0.9409,0.8037,0.783,0.6495,0.9019,0.9533,202.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v1_ind_seed7005,200,1.0,96,7005,0.6901,0.6143,0.9414,0.8037,0.7644,0.6143,0.9,0.9667,202.0,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v1_ind_seed7009,200,1.0,96,7009,0.6548,0.6763,0.941,0.7817,0.7901,0.6763,0.8889,0.9469,202.6,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v1_ind_seed7001,200,5.0,16,7001,0.6788,0.6449,0.9409,0.803,0.7797,0.6449,0.9065,0.9766,198.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7005,200,5.0,16,7005,0.6854,0.5762,0.9414,0.7937,0.7369,0.5762,0.881,0.9571,194.1,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,200,5.0,16,7009,0.6701,0.6957,0.941,0.7864,0.805,0.6957,0.8986,0.9614,198.4,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7001,200,5.0,32,7001,0.6995,0.6262,0.9409,0.8125,0.7707,0.6262,0.8879,0.972,197.5,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v1_ind_seed7005,200,5.0,32,7005,0.6901,0.6095,0.9414,0.7988,0.7603,0.6095,0.9,0.9619,194.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,200,5.0,32,7009,0.665,0.6618,0.94,0.787,0.7842,0.6618,0.8937,0.9565,194.7,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7001,200,5.0,48,7001,0.6995,0.6495,0.9409,0.814,0.7863,0.6495,0.9065,0.9626,197.7,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v1_ind_seed7005,200,5.0,48,7005,0.6667,0.6095,0.9414,0.7862,0.7598,0.6095,0.8952,0.981,197.1,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,200,5.0,48,7009,0.6802,0.686,0.941,0.7965,0.7939,0.686,0.8889,0.9469,189.6,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7001,200,5.0,64,7001,0.6891,0.6262,0.9409,0.8136,0.7732,0.6262,0.9112,0.9673,197.1,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7005,200,5.0,64,7005,0.6854,0.6,0.9414,0.8012,0.7587,0.6,0.9048,0.9714,194.9,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7009,200,5.0,64,7009,0.6802,0.6957,0.941,0.8022,0.8093,0.6957,0.9034,0.9614,197.2,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,200,5.0,80,7001,0.6891,0.6542,0.9409,0.8133,0.7909,0.6542,0.9019,0.9766,192.9,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7005,200,5.0,80,7005,0.6808,0.619,0.9414,0.7956,0.7674,0.619,0.9,0.9857,193.3,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v1_ind_seed7009,200,5.0,80,7009,0.6751,0.6763,0.941,0.7968,0.7938,0.6763,0.9034,0.9565,192.9,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v1_ind_seed7001,200,5.0,96,7001,0.7047,0.6542,0.9409,0.822,0.7906,0.6542,0.9299,0.9626,198.2,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v1_ind_seed7005,200,5.0,96,7005,0.6948,0.619,0.9414,0.8096,0.7684,0.619,0.9,0.9762,196.4,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7009,200,5.0,96,7009,0.6548,0.6957,0.941,0.7836,0.8013,0.6957,0.8937,0.9517,198.1,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v1_ind_seed7001,200,10.0,16,7001,0.6788,0.6636,0.9404,0.8055,0.7946,0.6636,0.9299,0.9766,197.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v1_ind_seed7005,200,10.0,16,7005,0.6714,0.5952,0.9404,0.7859,0.752,0.5952,0.9048,0.9667,200.7,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v1_ind_seed7009,200,10.0,16,7009,0.6497,0.657,0.941,0.7791,0.7848,0.657,0.8937,0.9662,196.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,200,10.0,32,7001,0.6943,0.6402,0.9409,0.809,0.7788,0.6402,0.8972,0.972,196.6,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,200,10.0,32,7005,0.6808,0.6,0.9404,0.7994,0.7585,0.6,0.9,0.9857,196.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,200,10.0,32,7009,0.6701,0.6715,0.941,0.7997,0.7908,0.6715,0.8889,0.9662,198.2,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v1_ind_seed7001,200,10.0,48,7001,0.7047,0.6542,0.9409,0.8172,0.7902,0.6542,0.9065,0.9813,200.0,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7005,200,10.0,48,7005,0.6808,0.5952,0.9414,0.7964,0.7533,0.5952,0.8952,0.981,200.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7009,200,10.0,48,7009,0.6701,0.6473,0.9265,0.7886,0.7695,0.6473,0.8792,0.9469,199.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v1_ind_seed7001,200,10.0,64,7001,0.6891,0.6355,0.9409,0.8145,0.7758,0.6355,0.9112,0.9673,197.4,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v1_ind_seed7005,200,10.0,64,7005,0.6854,0.6143,0.9414,0.8004,0.765,0.6143,0.9,0.9714,195.8,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,200,10.0,64,7009,0.6701,0.7005,0.941,0.7942,0.8046,0.7005,0.8986,0.9614,200.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,200,10.0,80,7001,0.6839,0.6495,0.9409,0.8097,0.7863,0.6495,0.9159,0.972,202.2,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7005,200,10.0,80,7005,0.6854,0.6238,0.9409,0.801,0.7738,0.6238,0.9,0.9952,202.0,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,200,10.0,80,7009,0.6751,0.6812,0.941,0.7971,0.798,0.6812,0.9034,0.9662,202.3,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,200,10.0,96,7001,0.6995,0.6449,0.9409,0.8198,0.7841,0.6449,0.9159,0.972,200.0,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v1_ind_seed7005,200,10.0,96,7005,0.6808,0.6048,0.9409,0.799,0.7623,0.6048,0.9,0.9762,197.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v1_ind_seed7009,200,10.0,96,7009,0.665,0.686,0.941,0.7894,0.7969,0.686,0.8937,0.9614,199.6,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v1_ind_seed7001,200,50.0,16,7001,0.6943,0.6729,0.9239,0.8111,0.7995,0.6729,0.9159,0.9766,196.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,200,50.0,16,7005,0.6995,0.6048,0.9192,0.8098,0.7601,0.6048,0.9,0.981,200.1,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7009,200,50.0,16,7009,0.6802,0.686,0.914,0.8066,0.804,0.686,0.9082,0.9662,196.7,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,200,50.0,32,7001,0.715,0.6916,0.8388,0.8196,0.8068,0.6916,0.9346,0.972,197.5,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7005,200,50.0,32,7005,0.7183,0.6524,0.9223,0.8247,0.79,0.6524,0.9238,0.981,198.7,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,200,50.0,32,7009,0.6853,0.686,0.908,0.8067,0.8043,0.686,0.9179,0.971,196.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7001,200,50.0,48,7001,0.7098,0.6776,0.9114,0.8198,0.8044,0.6776,0.9159,0.9766,197.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7005,200,50.0,48,7005,0.7089,0.6381,0.9142,0.8134,0.7888,0.6381,0.9286,0.9905,192.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7009,200,50.0,48,7009,0.6853,0.7101,0.91,0.807,0.8114,0.7101,0.9034,0.971,198.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7001,200,50.0,64,7001,0.7047,0.6729,0.9319,0.8224,0.8025,0.6729,0.9159,0.972,198.3,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7005,200,50.0,64,7005,0.7136,0.6381,0.9253,0.8204,0.783,0.6381,0.919,0.9952,201.8,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,200,50.0,64,7009,0.6954,0.7198,0.9125,0.8132,0.8243,0.7198,0.9179,0.9662,198.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7001,200,50.0,80,7001,0.7254,0.6636,0.9184,0.8304,0.7955,0.6636,0.9112,0.9766,198.3,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7005,200,50.0,80,7005,0.7089,0.6429,0.9298,0.8127,0.7797,0.6429,0.8952,0.9857,198.8,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,200,50.0,80,7009,0.7005,0.7053,0.904,0.8129,0.812,0.7053,0.9034,0.9614,196.5,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7001,200,50.0,96,7001,0.7358,0.6869,0.9054,0.8384,0.8125,0.6869,0.9299,0.9766,203.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v1_ind_seed7005,200,50.0,96,7005,0.7183,0.6667,0.9112,0.8197,0.8014,0.6667,0.9286,0.9762,198.2,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7009,200,50.0,96,7009,0.6548,0.7295,0.917,0.7939,0.8233,0.7295,0.913,0.971,200.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7001,200,100.0,16,7001,0.7254,0.7196,0.8483,0.8266,0.8228,0.7196,0.9159,0.9673,144.5,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v1_ind_seed7005,200,100.0,16,7005,0.7089,0.6429,0.8506,0.8148,0.7838,0.6429,0.9238,0.981,139.6,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7009,200,100.0,16,7009,0.7056,0.7246,0.856,0.8175,0.8245,0.7246,0.8986,0.971,146.7,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7001,200,100.0,32,7001,0.7409,0.715,0.8568,0.835,0.8243,0.715,0.9206,0.9766,181.5,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v1_ind_seed7005,200,100.0,32,7005,0.7089,0.6905,0.8637,0.8214,0.8117,0.6905,0.9238,0.9952,173.5,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v1_ind_seed7009,200,100.0,32,7009,0.6904,0.7101,0.857,0.8095,0.8175,0.7101,0.9034,0.9614,161.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,200,100.0,48,7001,0.7358,0.6869,0.8633,0.8327,0.8095,0.6869,0.9206,0.9813,193.4,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v1_ind_seed7005,200,100.0,48,7005,0.7042,0.6762,0.8657,0.8186,0.8043,0.6762,0.9429,0.9905,195.8,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7009,200,100.0,48,7009,0.7005,0.7343,0.858,0.8155,0.8308,0.7343,0.9179,0.9855,193.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v1_ind_seed7001,200,100.0,64,7001,0.7254,0.7196,0.8648,0.8309,0.8294,0.7196,0.9252,0.9813,198.8,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7005,200,100.0,64,7005,0.7136,0.681,0.8677,0.8196,0.8071,0.681,0.9381,0.9857,199.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,200,100.0,64,7009,0.7005,0.7391,0.8765,0.8166,0.8325,0.7391,0.913,0.9662,190.7,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v1_ind_seed7001,200,100.0,80,7001,0.7461,0.715,0.8673,0.8399,0.8278,0.715,0.9346,0.9766,200.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7005,200,100.0,80,7005,0.7042,0.6667,0.8834,0.8134,0.8025,0.6667,0.9238,0.9857,195.5,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v1_ind_seed7009,200,100.0,80,7009,0.7005,0.7295,0.879,0.8124,0.8267,0.7295,0.9034,0.9758,196.8,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v1_ind_seed7001,200,100.0,96,7001,0.7461,0.6963,0.8793,0.8361,0.8168,0.6963,0.9159,0.9766,197.3,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v1_ind_seed7005,200,100.0,96,7005,0.723,0.6238,0.8395,0.8224,0.7708,0.6238,0.9143,0.981,197.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v1_ind_seed7009,200,100.0,96,7009,0.7005,0.744,0.882,0.8211,0.8365,0.744,0.913,0.9758,194.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,200,500.0,16,7001,0.601,0.5654,0.5749,0.7178,0.6937,0.5654,0.771,0.9019,93.4,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v1_ind_seed7005,200,500.0,16,7005,0.5164,0.519,0.5689,0.6633,0.6573,0.519,0.7619,0.8714,95.3,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7009,200,500.0,16,7009,0.5279,0.5797,0.5605,0.6822,0.708,0.5797,0.8164,0.8889,94.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,200,500.0,32,7001,0.6269,0.6028,0.6114,0.7375,0.7238,0.6028,0.8037,0.9065,97.4,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7005,200,500.0,32,7005,0.615,0.5714,0.6113,0.7353,0.7047,0.5714,0.8,0.8952,96.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,200,500.0,32,7009,0.5888,0.6377,0.6275,0.7243,0.7548,0.6377,0.8502,0.9179,96.0,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7001,200,500.0,48,7001,0.6528,0.6308,0.6445,0.7593,0.744,0.6308,0.8271,0.9112,98.2,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v1_ind_seed7005,200,500.0,48,7005,0.615,0.6048,0.6557,0.7406,0.7274,0.6048,0.8286,0.9095,98.9,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v1_ind_seed7009,200,500.0,48,7009,0.6193,0.6908,0.658,0.7489,0.7873,0.6908,0.8647,0.9275,96.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,200,500.0,64,7001,0.6839,0.6636,0.6725,0.7832,0.773,0.6636,0.8551,0.9439,108.9,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v1_ind_seed7005,200,500.0,64,7005,0.6573,0.6143,0.6689,0.7678,0.7382,0.6143,0.8381,0.9429,108.7,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v1_ind_seed7009,200,500.0,64,7009,0.6142,0.6763,0.665,0.7493,0.7831,0.6763,0.8647,0.9275,103.8,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v1_ind_seed7001,200,500.0,80,7001,0.6943,0.6636,0.677,0.7882,0.7745,0.6636,0.8598,0.9533,124.7,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v1_ind_seed7005,200,500.0,80,7005,0.6573,0.6286,0.688,0.7698,0.7507,0.6286,0.8476,0.9429,128.9,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v1_ind_seed7009,200,500.0,80,7009,0.6193,0.6715,0.6695,0.754,0.7826,0.6715,0.8696,0.9275,117.8,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v1_ind_seed7001,200,500.0,96,7001,0.7047,0.6682,0.6855,0.7967,0.7809,0.6682,0.8738,0.9579,126.2,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v1_ind_seed7005,200,500.0,96,7005,0.6714,0.6429,0.6971,0.7816,0.7634,0.6429,0.8571,0.9571,131.6,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7009,200,500.0,96,7009,0.6244,0.6957,0.6805,0.7589,0.7983,0.6957,0.8744,0.942,130.5,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v1_ind_seed7001,200,1000.0,16,7001,0.2332,0.2103,0.2193,0.4072,0.3884,0.2103,0.4533,0.7523,83.9,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7005,200,1000.0,16,7005,0.2723,0.2381,0.3236,0.4088,0.402,0.2381,0.4762,0.7714,73.1,Reach max iteration 50 | best_iter=1
qwen,sum,fb237_v1_ind_seed7009,200,1000.0,16,7009,0.2944,0.2995,0.32,0.4314,0.4269,0.2995,0.4734,0.6763,76.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v1_ind_seed7001,200,1000.0,32,7001,0.4197,0.3879,0.3956,0.5414,0.5332,0.3879,0.5981,0.8084,91.2,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v1_ind_seed7005,200,1000.0,32,7005,0.3146,0.3333,0.3841,0.4592,0.4856,0.3333,0.5571,0.7524,90.8,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v1_ind_seed7009,200,1000.0,32,7009,0.401,0.3961,0.4195,0.5447,0.5361,0.3961,0.6039,0.8357,92.2,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v1_ind_seed7001,200,1000.0,48,7001,0.4663,0.472,0.4737,0.6061,0.6243,0.472,0.7383,0.8458,92.1,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7005,200,1000.0,48,7005,0.3991,0.4381,0.476,0.5542,0.5858,0.4381,0.6762,0.8429,93.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v1_ind_seed7009,200,1000.0,48,7009,0.4315,0.401,0.455,0.5808,0.5623,0.401,0.6763,0.8551,91.2,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v1_ind_seed7001,200,1000.0,64,7001,0.4922,0.486,0.4852,0.6304,0.6324,0.486,0.729,0.8458,94.4,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v1_ind_seed7005,200,1000.0,64,7005,0.4366,0.4476,0.5053,0.5921,0.6043,0.4476,0.7286,0.8476,94.2,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v1_ind_seed7009,200,1000.0,64,7009,0.4315,0.4541,0.4765,0.5893,0.5989,0.4541,0.6812,0.8744,93.7,Reach max iteration 50 | best_iter=18
