model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v2_ind_seed7009,150,100.0,48,7009,0.636,0.6466,0.8395,0.78,0.7731,0.6466,0.8772,0.9763,339.3,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7001,150,100.0,64,7001,0.679,0.6823,0.8376,0.8061,0.8058,0.6823,0.9168,0.9808,335.9,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7005,150,100.0,64,7005,0.7074,0.6702,0.8252,0.8182,0.8014,0.6702,0.9265,0.9769,340.4,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7009,150,100.0,64,7009,0.636,0.6358,0.8452,0.7783,0.7695,0.6358,0.8772,0.9698,334.7,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7001,150,100.0,80,7001,0.6941,0.6716,0.8191,0.8127,0.7984,0.6716,0.9019,0.9829,329.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,150,100.0,80,7005,0.7095,0.6891,0.8249,0.8186,0.81,0.6891,0.9223,0.9853,342.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7009,150,100.0,80,7009,0.6403,0.653,0.8546,0.7827,0.7795,0.653,0.8815,0.9655,343.6,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v2_ind_seed7001,150,100.0,96,7001,0.6811,0.6802,0.8275,0.808,0.8045,0.6802,0.919,0.9829,329.4,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,150,100.0,96,7005,0.7032,0.6786,0.8445,0.8151,0.8072,0.6786,0.9265,0.979,335.7,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7009,150,100.0,96,7009,0.6381,0.6401,0.8464,0.7851,0.7751,0.6401,0.8922,0.9806,336.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7001,150,500.0,16,7001,0.6052,0.6205,0.6153,0.7343,0.7345,0.6205,0.8209,0.9254,164.1,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7005,150,500.0,16,7005,0.5916,0.6071,0.6114,0.7163,0.7307,0.6071,0.8256,0.9307,164.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7009,150,500.0,16,7009,0.591,0.5668,0.6193,0.7195,0.6947,0.5668,0.7823,0.9138,163.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,150,500.0,32,7001,0.6247,0.6546,0.6545,0.7543,0.766,0.6546,0.855,0.951,189.7,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,150,500.0,32,7005,0.6211,0.6471,0.6503,0.7451,0.7667,0.6471,0.8655,0.9433,170.2,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,150,500.0,32,7009,0.6274,0.6013,0.6537,0.7478,0.725,0.6013,0.8082,0.9267,194.0,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7001,150,500.0,48,7001,0.6334,0.6525,0.6716,0.7633,0.765,0.6525,0.8529,0.951,223.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7005,150,500.0,48,7005,0.6463,0.6471,0.6638,0.7609,0.7647,0.6471,0.8529,0.9475,213.6,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7009,150,500.0,48,7009,0.6467,0.6121,0.676,0.7637,0.7367,0.6121,0.8427,0.9353,221.8,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v2_ind_seed7001,150,500.0,64,7001,0.6399,0.661,0.6848,0.7688,0.7715,0.661,0.855,0.951,227.3,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7005,150,500.0,64,7005,0.6442,0.6555,0.6832,0.7646,0.774,0.6555,0.8739,0.9517,232.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,150,500.0,64,7009,0.636,0.6207,0.6837,0.7614,0.743,0.6207,0.8405,0.9353,240.3,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7001,150,500.0,80,7001,0.6399,0.6567,0.6913,0.7689,0.7756,0.6567,0.8785,0.9552,276.3,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7005,150,500.0,80,7005,0.6547,0.6492,0.6839,0.7712,0.7728,0.6492,0.8739,0.9601,253.5,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,150,500.0,80,7009,0.6488,0.6228,0.6883,0.7706,0.7461,0.6228,0.8491,0.9397,257.0,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7001,150,500.0,96,7001,0.6443,0.6631,0.6977,0.7738,0.7801,0.6631,0.8742,0.9552,286.9,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7005,150,500.0,96,7005,0.6653,0.6555,0.6948,0.7787,0.7769,0.6555,0.8697,0.9622,282.1,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,150,500.0,96,7009,0.6467,0.6336,0.7003,0.7719,0.7541,0.6336,0.8513,0.9418,282.2,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7001,150,1000.0,16,7001,0.5011,0.5096,0.4834,0.6225,0.6283,0.5096,0.693,0.8316,159.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,150,1000.0,16,7005,0.4926,0.5168,0.4938,0.6111,0.6325,0.5168,0.6933,0.8382,160.3,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,150,1000.0,16,7009,0.4989,0.4569,0.4879,0.6217,0.5844,0.4569,0.6573,0.8017,160.6,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,150,1000.0,32,7001,0.5358,0.5586,0.5315,0.6655,0.6744,0.5586,0.7399,0.8785,163.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7005,150,1000.0,32,7005,0.5074,0.521,0.5134,0.6339,0.6521,0.521,0.7395,0.8655,163.2,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7009,150,1000.0,32,7009,0.5268,0.4914,0.5215,0.6512,0.6236,0.4914,0.7069,0.8362,162.2,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7001,150,1000.0,48,7001,0.551,0.5693,0.555,0.6833,0.6911,0.5693,0.774,0.887,166.2,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,150,1000.0,48,7005,0.5411,0.5462,0.5467,0.6678,0.6796,0.5462,0.7794,0.8887,164.2,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7009,150,1000.0,48,7009,0.5482,0.5108,0.5638,0.6743,0.6412,0.5108,0.722,0.8707,165.3,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,150,1000.0,64,7001,0.5618,0.5778,0.5675,0.6941,0.6981,0.5778,0.7804,0.8977,167.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7005,150,1000.0,64,7005,0.5474,0.5651,0.566,0.6783,0.6968,0.5651,0.7962,0.8971,166.6,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7009,150,1000.0,64,7009,0.5525,0.5237,0.5708,0.6807,0.6512,0.5237,0.7306,0.8728,172.7,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7001,150,1000.0,80,7001,0.5748,0.6055,0.5815,0.7073,0.7192,0.6055,0.7996,0.8998,182.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7005,150,1000.0,80,7005,0.5579,0.5756,0.5772,0.6889,0.7076,0.5756,0.8067,0.9202,183.8,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7009,150,1000.0,80,7009,0.5717,0.5496,0.5931,0.6971,0.6798,0.5496,0.7802,0.903,191.3,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,150,1000.0,96,7001,0.5922,0.6183,0.5978,0.7228,0.7316,0.6183,0.8166,0.9126,219.9,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7005,150,1000.0,96,7005,0.5832,0.6029,0.5931,0.7073,0.7264,0.6029,0.8172,0.9307,210.7,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7009,150,1000.0,96,7009,0.5824,0.5582,0.6027,0.7094,0.6909,0.5582,0.7931,0.9138,201.9,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v2_ind_seed7001,175,1.0,16,7001,0.6095,0.6119,0.9154,0.7523,0.7497,0.6119,0.8678,0.9638,381.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,175,1.0,16,7005,0.6253,0.5987,0.9128,0.7606,0.7468,0.5987,0.8803,0.9622,384.9,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7009,175,1.0,16,7009,0.5439,0.5668,0.9147,0.7144,0.7213,0.5668,0.8534,0.9375,377.1,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,175,1.0,32,7001,0.5987,0.6034,0.9154,0.7455,0.7453,0.6034,0.8721,0.9424,395.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,175,1.0,32,7005,0.6568,0.5987,0.7788,0.765,0.7347,0.5987,0.8466,0.9349,385.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7009,175,1.0,32,7009,0.561,0.5733,0.9144,0.7255,0.7225,0.5733,0.8448,0.944,387.4,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v2_ind_seed7001,175,1.0,48,7001,0.5987,0.5991,0.9154,0.751,0.7425,0.5991,0.8614,0.9552,398.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,175,1.0,48,7005,0.6442,0.6092,0.851,0.7676,0.7546,0.6092,0.8887,0.9643,386.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,175,1.0,48,7009,0.5889,0.5991,0.7955,0.7235,0.7181,0.5991,0.8039,0.9138,396.1,Reach max iteration 50 | best_iter=1
roberta,sum,fb237_v2_ind_seed7001,175,1.0,64,7001,0.6204,0.6077,0.9068,0.76,0.743,0.6077,0.855,0.9595,383.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,175,1.0,64,7005,0.6358,0.584,0.9123,0.7682,0.7342,0.584,0.8676,0.9496,393.9,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,175,1.0,64,7009,0.5503,0.5711,0.9144,0.7177,0.7205,0.5711,0.8491,0.944,385.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,175,1.0,80,7001,0.6161,0.6034,0.9154,0.7573,0.7531,0.6034,0.887,0.9616,391.0,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7005,175,1.0,80,7005,0.6358,0.6239,0.8933,0.7655,0.7657,0.6239,0.8908,0.958,384.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7009,175,1.0,80,7009,0.5632,0.5819,0.858,0.7216,0.7244,0.5819,0.8448,0.944,387.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,175,1.0,96,7001,0.6204,0.6034,0.8402,0.7596,0.7386,0.6034,0.8529,0.9531,388.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7005,175,1.0,96,7005,0.6379,0.5798,0.9123,0.7694,0.74,0.5798,0.8803,0.958,387.1,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7009,175,1.0,96,7009,0.5803,0.569,0.8741,0.7314,0.7225,0.569,0.8534,0.9375,384.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7001,175,5.0,16,7001,0.6117,0.6205,0.9149,0.7584,0.7593,0.6205,0.8763,0.968,382.0,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7005,175,5.0,16,7005,0.64,0.6029,0.9121,0.7726,0.7537,0.6029,0.8887,0.9622,371.5,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7009,175,5.0,16,7009,0.5696,0.5668,0.9142,0.73,0.7228,0.5668,0.8491,0.944,372.3,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7001,175,5.0,32,7001,0.6117,0.6098,0.9154,0.7616,0.7577,0.6098,0.8913,0.9659,390.3,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7005,175,5.0,32,7005,0.6526,0.6029,0.9116,0.7765,0.7569,0.6029,0.8929,0.9643,386.7,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7009,175,5.0,32,7009,0.5846,0.5754,0.9142,0.7417,0.7274,0.5754,0.8621,0.9569,388.2,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7001,175,5.0,48,7001,0.6247,0.6226,0.9149,0.768,0.7604,0.6226,0.8806,0.9595,390.5,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,175,5.0,48,7005,0.6442,0.6071,0.9121,0.779,0.757,0.6071,0.8929,0.9748,391.3,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7009,175,5.0,48,7009,0.5889,0.5603,0.9144,0.7451,0.7185,0.5603,0.8405,0.9526,388.5,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,175,5.0,64,7001,0.6247,0.6247,0.9154,0.7711,0.765,0.6247,0.8827,0.9765,386.6,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7005,175,5.0,64,7005,0.6589,0.6008,0.9119,0.7848,0.7494,0.6008,0.8803,0.9643,389.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,175,5.0,64,7009,0.5889,0.5884,0.9142,0.7449,0.7376,0.5884,0.8599,0.9569,388.9,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,175,5.0,80,7001,0.6226,0.6098,0.9154,0.767,0.7584,0.6098,0.8934,0.968,386.5,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7005,175,5.0,80,7005,0.6442,0.6155,0.9121,0.7777,0.767,0.6155,0.9034,0.9664,391.6,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7009,175,5.0,80,7009,0.5824,0.5862,0.9144,0.7409,0.7372,0.5862,0.875,0.9526,387.5,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v2_ind_seed7001,175,5.0,96,7001,0.6226,0.597,0.9135,0.7628,0.7496,0.597,0.8977,0.9552,385.7,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,175,5.0,96,7005,0.6526,0.5966,0.9121,0.7825,0.7543,0.5966,0.8908,0.9706,385.2,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7009,175,5.0,96,7009,0.5931,0.5797,0.9142,0.7444,0.7315,0.5797,0.8599,0.9569,387.1,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,175,10.0,16,7001,0.6269,0.6205,0.9149,0.7676,0.7628,0.6205,0.8913,0.9701,377.5,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7005,175,10.0,16,7005,0.64,0.5966,0.9119,0.7756,0.7523,0.5966,0.9034,0.9643,388.8,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,175,10.0,16,7009,0.5824,0.5819,0.9142,0.7341,0.7321,0.5819,0.8578,0.9569,361.4,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,175,10.0,32,7001,0.6204,0.6205,0.9149,0.767,0.7662,0.6205,0.9041,0.9723,378.2,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7005,175,10.0,32,7005,0.6653,0.6092,0.9119,0.7911,0.761,0.6092,0.9055,0.9685,392.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,175,10.0,32,7009,0.5889,0.5797,0.914,0.7458,0.7355,0.5797,0.8642,0.9569,379.9,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7001,175,10.0,48,7001,0.6291,0.6226,0.9135,0.77,0.7651,0.6226,0.8913,0.968,386.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,175,10.0,48,7005,0.6505,0.6134,0.9116,0.7844,0.7618,0.6134,0.8992,0.9748,388.0,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7009,175,10.0,48,7009,0.591,0.5797,0.914,0.7484,0.7309,0.5797,0.8534,0.9569,386.3,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7001,175,10.0,64,7001,0.6356,0.6375,0.9147,0.777,0.776,0.6375,0.9083,0.9701,375.6,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v2_ind_seed7005,175,10.0,64,7005,0.6611,0.6029,0.9116,0.7895,0.7554,0.6029,0.8887,0.9685,383.1,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,175,10.0,64,7009,0.5867,0.597,0.914,0.7475,0.743,0.597,0.8664,0.9591,382.5,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7001,175,10.0,80,7001,0.6356,0.6333,0.914,0.7757,0.7753,0.6333,0.9062,0.9744,388.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7005,175,10.0,80,7005,0.6547,0.6239,0.9121,0.7833,0.7708,0.6239,0.9097,0.9727,378.7,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v2_ind_seed7009,175,10.0,80,7009,0.5996,0.5884,0.914,0.7539,0.7383,0.5884,0.8707,0.9504,384.6,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7001,175,10.0,96,7001,0.6356,0.6183,0.9145,0.7763,0.7639,0.6183,0.8977,0.9701,393.7,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7005,175,10.0,96,7005,0.6632,0.6092,0.9119,0.7916,0.7661,0.6092,0.916,0.979,383.6,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7009,175,10.0,96,7009,0.5931,0.5905,0.913,0.7485,0.7434,0.5905,0.8772,0.9591,381.8,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,175,50.0,16,7001,0.6659,0.6482,0.8626,0.7947,0.7829,0.6482,0.9062,0.9787,373.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,175,50.0,16,7005,0.6716,0.6408,0.8621,0.7962,0.7817,0.6408,0.9097,0.9727,382.1,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7009,175,50.0,16,7009,0.6017,0.625,0.8721,0.7577,0.7638,0.625,0.8685,0.9698,379.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,175,50.0,32,7001,0.6659,0.6482,0.8854,0.7954,0.7877,0.6482,0.919,0.9744,391.4,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7005,175,50.0,32,7005,0.6737,0.6324,0.8846,0.7978,0.7815,0.6324,0.916,0.9811,384.6,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7009,175,50.0,32,7009,0.6081,0.6207,0.8921,0.7645,0.7637,0.6207,0.8836,0.9698,380.8,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7001,175,50.0,48,7001,0.6681,0.6546,0.8681,0.7996,0.7881,0.6546,0.9083,0.9808,392.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7005,175,50.0,48,7005,0.6989,0.666,0.8578,0.8146,0.7976,0.666,0.916,0.9769,382.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7009,175,50.0,48,7009,0.6274,0.6315,0.8645,0.7743,0.7649,0.6315,0.8707,0.9655,381.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,175,50.0,64,7001,0.6638,0.6525,0.8679,0.7975,0.7889,0.6525,0.9126,0.9829,388.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,175,50.0,64,7005,0.6968,0.6681,0.8616,0.8123,0.798,0.6681,0.9202,0.9832,388.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7009,175,50.0,64,7009,0.621,0.6509,0.8635,0.7715,0.7793,0.6509,0.8858,0.9741,372.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,175,50.0,80,7001,0.6659,0.6439,0.8455,0.7968,0.7808,0.6439,0.9019,0.9787,383.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,175,50.0,80,7005,0.6947,0.6765,0.8628,0.8127,0.8038,0.6765,0.9244,0.9769,394.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7009,175,50.0,80,7009,0.6124,0.6272,0.8907,0.7692,0.767,0.6272,0.8901,0.9634,388.9,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7001,175,50.0,96,7001,0.6551,0.6631,0.8707,0.7933,0.7961,0.6631,0.9083,0.9829,384.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,175,50.0,96,7005,0.6884,0.6702,0.8761,0.8087,0.8009,0.6702,0.9244,0.9811,386.3,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,175,50.0,96,7009,0.6296,0.6336,0.8772,0.7731,0.7699,0.6336,0.8879,0.9698,389.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,175,100.0,16,7001,0.679,0.6588,0.8126,0.8064,0.7893,0.6588,0.9041,0.9765,384.7,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,175,100.0,16,7005,0.7095,0.6681,0.8112,0.8153,0.7982,0.6681,0.9244,0.9769,390.4,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v2_ind_seed7009,175,100.0,16,7009,0.651,0.6293,0.8236,0.7856,0.7645,0.6293,0.8793,0.972,374.4,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7001,175,100.0,32,7001,0.679,0.6716,0.8186,0.804,0.798,0.6716,0.9083,0.9872,381.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,175,100.0,32,7005,0.7011,0.6786,0.8194,0.813,0.8039,0.6786,0.9181,0.979,383.5,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7009,175,100.0,32,7009,0.6381,0.6444,0.8366,0.7791,0.7748,0.6444,0.8772,0.9741,383.4,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v2_ind_seed7001,175,100.0,48,7001,0.679,0.6716,0.8304,0.8059,0.7998,0.6716,0.9168,0.9808,388.5,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7005,175,100.0,48,7005,0.6947,0.6807,0.8314,0.8111,0.8052,0.6807,0.916,0.9811,380.6,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v2_ind_seed7009,175,100.0,48,7009,0.6552,0.6336,0.782,0.7838,0.7572,0.6336,0.8578,0.9461,391.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7001,175,100.0,64,7001,0.6811,0.6652,0.8337,0.8056,0.7965,0.6652,0.9104,0.9787,379.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,175,100.0,64,7005,0.7095,0.6681,0.816,0.8188,0.7985,0.6681,0.9223,0.979,387.2,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7009,175,100.0,64,7009,0.6424,0.6466,0.8265,0.7832,0.7752,0.6466,0.8793,0.9741,386.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7001,175,100.0,80,7001,0.6898,0.678,0.8123,0.8112,0.7995,0.678,0.9062,0.9765,384.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,175,100.0,80,7005,0.6968,0.6849,0.8384,0.8148,0.8089,0.6849,0.9202,0.979,385.4,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,175,100.0,80,7009,0.6445,0.6466,0.8313,0.7851,0.7767,0.6466,0.8836,0.9784,370.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7001,175,100.0,96,7001,0.6876,0.6844,0.8176,0.8105,0.8055,0.6844,0.9126,0.9893,386.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,175,100.0,96,7005,0.7179,0.6933,0.8285,0.8239,0.8142,0.6933,0.9244,0.9874,392.2,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7009,175,100.0,96,7009,0.6403,0.6444,0.8267,0.7823,0.777,0.6444,0.8836,0.9784,389.3,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,175,500.0,16,7001,0.5944,0.6226,0.617,0.728,0.7378,0.6226,0.8273,0.9232,187.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,175,500.0,16,7005,0.5979,0.605,0.6172,0.7183,0.7287,0.605,0.8172,0.9244,187.5,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7009,175,500.0,16,7009,0.5889,0.5668,0.6174,0.7177,0.6959,0.5668,0.7888,0.9116,183.4,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7001,175,500.0,32,7001,0.6247,0.6482,0.655,0.7533,0.7617,0.6482,0.8422,0.9446,203.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,175,500.0,32,7005,0.6253,0.6324,0.6484,0.7473,0.7559,0.6324,0.8508,0.9433,193.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7009,175,500.0,32,7009,0.6253,0.5927,0.6501,0.7495,0.7195,0.5927,0.8125,0.9203,214.8,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,175,500.0,48,7001,0.6312,0.6546,0.6725,0.7634,0.7697,0.6546,0.8614,0.9531,254.6,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,175,500.0,48,7005,0.6484,0.645,0.6646,0.7623,0.7639,0.645,0.8592,0.9496,234.5,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7009,175,500.0,48,7009,0.6381,0.6121,0.6758,0.7591,0.7366,0.6121,0.8384,0.9332,252.3,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v2_ind_seed7001,175,500.0,64,7001,0.6377,0.6567,0.6836,0.7657,0.7711,0.6567,0.8678,0.951,263.9,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7005,175,500.0,64,7005,0.6589,0.6471,0.6791,0.7706,0.7671,0.6471,0.8655,0.9517,257.5,Reach max iteration 50 | best_iter=13
